year,cents_per_kwh,sector_abbr,nerc_region_ID,nerc_region_abbr,nerc_region_desc,fuel_type,scenario
2050,45.683788,res,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2023 Reference case
2050,17.941492,com,5-3,MISW,Midcontinent / West,electricity,AEO2023 Reference case
2050,16.385078,com,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2023 Reference case
2050,20.394299,com,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2050,17.442791,com,5-4,MISC,Midcontinent / Central,electricity,AEO2023 Reference case
2050,15.470590,com,5-1,TRE,Texas Reliability Entity,electricity,AEO2023 Reference case
2050,8.024791,ind,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2050,10.491228,ind,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2050,11.279798,ind,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2023 Reference case
2050,13.433226,ind,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2023 Reference case
2050,12.745421,ind,5-11,PJMW,PJM / West,electricity,AEO2023 Reference case
2050,9.750597,ind,5-13,PJMD,PJM / Dominion,electricity,AEO2023 Reference case
2050,15.171742,ind,5-10,PJME,PJM / East,electricity,AEO2023 Reference case
2050,16.187021,ind,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2023 Reference case
2050,24.537615,res,5-6,MISS,Midcontinent / South,electricity,AEO2023 Reference case
2050,30.557384,res,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2050,34.780533,ind,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2023 Reference case
2050,18.558407,com,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2023 Reference case
2050,16.316418,com,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2023 Reference case
2050,27.781107,com,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2023 Reference case
2050,19.299160,trans,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2050,10.536000,ind,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2050,17.155029,com,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2050,15.447375,com,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2023 Reference case
2050,32.889137,com,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2023 Reference case
2050,15.754044,com,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2023 Reference case
2050,22.658228,trans,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2050,18.655859,trans,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2023 Reference case
2050,20.693729,trans,5-11,PJMW,PJM / West,electricity,AEO2023 Reference case
