year,tech,system_capex_per_kw_res,system_capex_per_kw_nonres,batt_capex_per_kwh_res,batt_capex_per_kw_res,batt_capex_per_kwh_nonres,batt_capex_per_kw_nonres,linear_constant_res,linear_constant_nonres,batt_om_per_kw_res,batt_om_per_kwh_res,batt_om_per_kw_nonres,batt_om_per_kwh_nonres,batt_replace_frac_kw,batt_replace_frac_kwh
2028,"pv,batt",2067.9716258518542,1463.5546824602495,357.4280686549601,386.7910989510586,164.08942377342214,594.6401223210019,4688.157302679647,134035.5151403973,55.44981827810971,0.0,33.136549812317234,0.0,0.174,1
2029,"pv,batt",1945.1290255704948,1387.2200470194798,342.9892032209333,371.16606801868096,157.46077505557722,570.6187052560913,4498.771861626638,128620.94103105176,53.20983620990855,0.0,31.797947095724613,0.0,0.174,1
2030,"pv,batt",1822.2864252891352,1310.8854115787103,328.5503377869062,355.54103708630333,150.83212633773246,546.597288191181,4309.3864205736445,123206.3669217052,50.96985414170744,0.0,30.45934437913201,0.0,0.174,1
2031,"pv,batt",1699.4438250077756,1234.5507761379406,322.3719190699633,348.85505583614827,147.99571460624992,536.3184769175762,4228.348020495417,120889.46008617114,50.011361440253495,0.0,29.886553662539,0.0,0.174,1
2032,"pv,batt",1576.601224726416,1158.216140697171,316.1935003530204,342.16907458599354,145.15930287476735,526.039665643972,4147.309620417191,118572.5532506364,49.052868738799575,0.0,29.313762945945985,0.0,0.174,1
2033,"pv,batt",1453.7586244450565,1081.881505256402,310.0150816360776,335.4830933358388,142.32289114328478,515.7608543703674,4066.2712203389656,116255.64641510246,48.09437603734565,0.0,28.740972229352977,0.0,0.174,1
2034,"pv,batt",1330.9160241636966,1005.5468698156322,303.8366629191348,328.7971120856841,139.4864794118022,505.4820430967631,3985.2328202607378,113938.73957956806,47.13588333589172,0.0,28.168181512759965,0.0,0.174,1
2035,"pv,batt",1208.073423882336,929.2122343748616,297.6582442021919,322.1111308355292,136.65006768031972,495.2032318231585,3904.1944201825145,111621.8327440336,46.1773906344378,0.0,27.595390796166956,0.0,0.174,1
2036,"pv,batt",1190.3544479966863,918.8578363359844,291.4798254852492,315.42514958537447,133.81365594883715,484.9244205495541,3823.156020104287,109304.9259084994,45.21889793298388,0.0,27.022600079573948,0.0,0.174,1
2037,"pv,batt",1172.6354721110367,908.5034382971068,285.3014067683064,308.7391683352196,130.97724421735464,474.6456092759497,3742.1176200260593,106988.01907296512,44.26040523152994,0.0,26.449809362980943,0.0,0.174,1
2038,"pv,batt",1154.9164962253874,898.1490402582295,279.1229880513634,302.05318708506485,128.14083248587204,464.36679800234543,3661.079219947837,104671.11223743085,43.30191253007602,0.0,25.87701864638794,0.0,0.174,1
2039,"pv,batt",1137.1975203397378,887.794642219352,272.94456933442063,295.36720583490995,125.30442075438954,454.0879867287409,3580.040819869611,102354.20540189656,42.343419828622096,0.0,25.30422792979493,0.0,0.174,1
2040,"pv,batt",1119.4785444540885,877.4402441804747,266.7661506174778,288.6812245847553,122.46800902290694,443.8091754551367,3499.002419791384,100037.2985663623,41.38492712716817,0.0,24.73143721320192,0.0,0.174,1
2041,"pv,batt",1101.759568568439,867.0858461415972,260.58773190053495,281.9952433346005,119.63159729142448,433.5303641815322,3417.964019713159,97720.39173082785,40.42643442571424,0.0,24.15864649660892,0.0,0.174,1
2042,"pv,batt",1084.040592682789,856.7314481027198,254.40931318359208,275.30926208444566,116.79518555994191,423.25155290792776,3336.925619634934,95403.4848952935,39.46794172426032,0.0,23.58585578001591,0.0,0.174,1
2043,"pv,batt",1066.3216167971398,846.3770500638424,248.2308944666493,268.62328083429065,113.9587738284594,412.97274163432337,3255.887219556708,93086.57805975917,38.50944902280639,0.0,23.013065063422903,0.0,0.174,1
2044,"pv,batt",1048.6026409114902,836.022652024965,242.05247574970647,261.93729958413604,111.12236209697686,402.6939303607189,3174.848819478481,90769.67122422488,37.55095632135246,0.0,22.44027434682989,0.0,0.174,1
2045,"pv,batt",1030.8836650258406,825.6682539860877,235.87405703276363,255.2513183339813,108.28595036549434,392.4151190871144,3093.8104194002576,88452.76438869044,36.59246361989855,0.0,21.867483630236887,0.0,0.174,1
2046,"pv,batt",1013.1646891401912,815.3138559472102,229.6956383158207,248.5653370838264,105.44953863401174,382.1363078135102,3012.772019322033,86135.85755315617,35.63397091844462,0.0,21.294692913643875,0.0,0.174,1
2047,"pv,batt",995.4457132545416,804.9594579083329,223.51721959887783,241.8793558336717,102.61312690252926,371.8574965399057,2931.7336192438065,83818.95071762176,34.67547821699069,0.0,20.721902197050877,0.0,0.174,1
2048,"pv,batt",977.7267373688924,794.6050598694554,217.3388008819352,235.19337458351677,99.77671517104667,361.5786852663013,2850.6952191655782,81502.04388208762,33.71698551553676,0.0,20.14911148045786,0.0,0.174,1
2049,"pv,batt",960.0077614832428,784.2506618305781,211.16038216499228,228.5073933333619,96.94030343956416,351.29987399269686,2769.656819087354,79185.13704655334,32.758492814082835,0.0,19.576320763864857,0.0,0.174,1
2050,"pv,batt",942.288785597594,773.8962637917009,204.98196344804936,221.82141208320704,94.10389170808152,341.0210627190923,2688.618419009129,76868.23021101895,31.800000112628904,0.0,19.00353004727184,0.0,0.174,1
